[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
979,2009 Churchill's Estates Touriga Nacional,Red,Touriga Nacional,$23.99,Churchill's Estates Touriga Nacional 2009 - Wonderfully Rich and Tasty (http://www.reversewinesnob.com/2014/01/churchills-estates-touriga-nacional.html),Saturday Splurge,,,Other,Churchill's Estates Touriga Nacional,2009,http://www.reversewinesnob.com/2014/01/churchills-estates-touriga-nacional.html,Red
980,2009 Cono Sur 20 Barrels Pinot Noir,Red,Pinot Noir,$21.99,Cono Sur 20 Barrels Pinot Noir 2009 - A Special Treat From Chile (http://www.reversewinesnob.com/2012/10/cono-sur-20-barrels-pinot-noir-2009.html),Saturday Splurge,,,Other,Cono Sur 20 Barrels Pinot Noir,2009,http://www.reversewinesnob.com/2012/10/cono-sur-20-barrels-pinot-noir-2009.html,Red
981,2009 C.V.N.E. Cune Reserva,Red,Tempranillo,$20.00,C.V.N.E. Cune Reserva 2009 - Splurge Away! (http://www.reversewinesnob.com/2014/12/cvne-cune-reserva.html),Saturday Splurge,,,Other,C.V.N.E. Cune Reserva,2009,http://www.reversewinesnob.com/2014/12/cvne-cune-reserva.html,Red
982,2009 Fable Lion's Whisker Red Blend,Red,Blend,$23.99,Fable Lion's Whisker Red Blend 2009 - The Moral of The Story? This Is Good Wine! (http://www.reversewinesnob.com/2013/02/fable-lions-whisker-red-blend-2009.html),Saturday Splurge,,,Other,Fable Lion's Whisker Red Blend,2009,http://www.reversewinesnob.com/2013/02/fable-lions-whisker-red-blend-2009.html,Red
983,2009 Franciscan Estate Magnificat Napa Valley Meritage,Red,Meritage,$29.99,Franciscan Estate Magnificat Napa Valley Meritage 2009 - Make Mine A Meritage Wine 11 (http://www.reversewinesnob.com/2013/05/franciscan-estate-magnificat-napa-valley-meritage.html),Saturday Splurge,,,Other,Franciscan Estate Magnificat Napa Valley Meritage,2009,http://www.reversewinesnob.com/2013/05/franciscan-estate-magnificat-napa-valley-meritage.html,Red
984,2009 Koyle Royale Carmenere,Red,Carmenere,$25.99,Koyle Royale Carmenere 2009 - Fit For A King (http://www.reversewinesnob.com/2012/11/koyle-royale-carmenere-2009-fit-for-king.html),Saturday Splurge,,,Other,Koyle Royale Carmenere,2009,http://www.reversewinesnob.com/2012/11/koyle-royale-carmenere-2009-fit-for-king.html,Red
985, 2009 Laurel Glen Counterpoint Sonoma Mountain Cabernet Sauvignon,Red,Cabernet Sauvignon,$24.99,Laurel Glen Counterpoint Sonoma Mountain Cabernet Sauvignon 2009 - Point Taken (http://www.reversewinesnob.com/2014/02/laurel-glen-counterpoint-sonoma-mountain-cabernet-sauvignon.html),Saturday Splurge,,,Other,2009 Laurel Glen Counterpoint Sonoma Mountain Cabernet Sauvignon,,http://www.reversewinesnob.com/2014/02/laurel-glen-counterpoint-sonoma-mountain-cabernet-sauvignon.html,Red
986,2009 Luce Della Vite Lucente ,Red,Blend,$21.99,http://www.reversewinesnob.com/2012/03/luce-della-vite-lucente-2009-silky.html,Saturday Splurge,,,Other,Luce Della Vite Lucente ,2009,http://www.reversewinesnob.com/2012/03/luce-della-vite-lucente-2009-silky.html,Red
987,2009 MacMurray Ranch Santa Lucia Highlands Pinot Noir,Red,Pinot Noir,$24.99,http://www.reversewinesnob.com/2012/02/macmurray-ranch-pinot-noir-santa-lucia.html,Saturday Splurge,,,Costco,MacMurray Ranch Santa Lucia Highlands Pinot Noir,2009,http://www.reversewinesnob.com/2012/02/macmurray-ranch-pinot-noir-santa-lucia.html,Red
988,2009 Manincor Lagrein Rubatsch,Red,Lagrein,$24.99,"Manincor Lagrein Rubatsch 2009 - Lovely Lagrein, Wines From Alto Adige Wine #2 (http://www.reversewinesnob.com/2012/07/manincor-lagrein-rubatsch-2009-lovely.html)",Saturday Splurge,,,Other,Manincor Lagrein Rubatsch,2009,http://www.reversewinesnob.com/2012/07/manincor-lagrein-rubatsch-2009-lovely.html,Red
989,2009 Masi Agricola Costasera Amarone Della Valpolicella Classico,Red,Amarone,$39.99,"Masi Costasera Amarone Della Valpolicella Classico 2009 - A Smooth, Savory and Sophisticated Saturday Splurge (http://www.reversewinesnob.com/2013/12/masi-costasera-amarone-della-valpolicella.html)",Saturday Splurge,,,Other,Masi Agricola Costasera Amarone Della Valpolicella Classico,2009,http://www.reversewinesnob.com/2013/12/masi-costasera-amarone-della-valpolicella.html,Red
990,2009 Mira Winery Hyde Vineyard Syrah ,Red,Syrah,$48.00,Mira Winery Hyde Vineyard Syrah 2009 - Seriously Good Syrah (http://www.reversewinesnob.com/2013/03/mira-winery-hyde-vineyard-syrah.html),Saturday Splurge,,,Other,Mira Winery Hyde Vineyard Syrah ,2009,http://www.reversewinesnob.com/2013/03/mira-winery-hyde-vineyard-syrah.html,Red
991,2009 Monte De Oro Cuvée De Oro Red Wine,Red,Blend,$22.00,Weekend Wine Getaway in Temecula Featuring Monte De Oro Winery (http://www.reversewinesnob.com/2013/04/weekend-wine-getaway-monte-de-oro-temecula.html),Saturday Splurge,,,Other,Monte De Oro Cuvée De Oro Red Wine,2009,http://www.reversewinesnob.com/2013/04/weekend-wine-getaway-monte-de-oro-temecula.html,Red
992,2009 Northstar Winery Columbia Valley Merlot,Red,Merlot,$29.99,Northstar Winery Columbia Valley Merlot 2009 - A Merlot for Cabernet Lovers (http://www.reversewinesnob.com/2014/04/northstar-winery-columbia-valley-merlot.html),Saturday Splurge,,,Other,Northstar Winery Columbia Valley Merlot,2009,http://www.reversewinesnob.com/2014/04/northstar-winery-columbia-valley-merlot.html,Red
993,2009 Petrolo Torrione,Red,Sangiovese,$24.99,Petrolo Torrione 2009 - Worth The Splurge (http://www.reversewinesnob.com/2014/06/petrolo-torrione.html),Saturday Splurge,,,Other,Petrolo Torrione,2009,http://www.reversewinesnob.com/2014/06/petrolo-torrione.html,Red
994,2009 Quinta Do Vallado Touriga Nacional,Red,Touriga Nacional,$41.99,Quinta Do Vallado Touriga Nacional 2009 - A Rare Treat (http://www.reversewinesnob.com/2013/08/quinta-do-vallado-touriga-nacional.html),Saturday Splurge,,,Other,Quinta Do Vallado Touriga Nacional,2009,http://www.reversewinesnob.com/2013/08/quinta-do-vallado-touriga-nacional.html,Red
995,2009 Ravenswood Single Vineyard Teldeschi Zinfandel,Red,Zinfandel,$24.99,Ravenswood Single Vineyard Teldeschi Zinfandel 2009 - Zintastic! (http://www.reversewinesnob.com/2014/03/ravenswood-single-vineyard-teldeschi-zinfandel.html),Saturday Splurge,,,Other,Ravenswood Single Vineyard Teldeschi Zinfandel,2009,http://www.reversewinesnob.com/2014/03/ravenswood-single-vineyard-teldeschi-zinfandel.html,Red
996,2009 Wine Guerrilla Forchini Vineyards Old Vine Zinfandel Russian River Valley,Red,Zinfandel,$30.00,http://www.reversewinesnob.com/2012/01/wine-guerrilla-forchini-vineyards-old.html,Saturday Splurge,,,Other,Wine Guerrilla Forchini Vineyards Old Vine Zinfandel Russian River Valley,2009,http://www.reversewinesnob.com/2012/01/wine-guerrilla-forchini-vineyards-old.html,Red
997,2009 Wine Guerrilla Harris-Kratka Vineyard Zinfandel,Red,Zinfandel,$26.99,http://www.reversewinesnob.com/2012/02/wine-guerrilla-harris-kratka-vineyard.html,Saturday Splurge,,,Other,Wine Guerrilla Harris-Kratka Vineyard Zinfandel,2009,http://www.reversewinesnob.com/2012/02/wine-guerrilla-harris-kratka-vineyard.html,Red
998,2010 Andrew Murray Vineyards Watch Hill Syrah,Red,Syrah,$22.99,Andrew Murray Vineyards Watch Hill Syrah 2010 - A Truly Worthy Wine For A Saturday Splurge (http://www.reversewinesnob.com/2012/04/andrew-murray-vineyard-watch-hill-syrah.html),Saturday Splurge,,,Other,Andrew Murray Vineyards Watch Hill Syrah,2010,http://www.reversewinesnob.com/2012/04/andrew-murray-vineyard-watch-hill-syrah.html,Red
999,2010 Charming Gruner Veltliner Reserve by Laurenz V.,White,Gruner Veltliner,$23.99,Laurenz V. Charming Gruner Veltliner 2010 - Awesome Austrians Wine #4 (http://www.reversewinesnob.com/2012/11/laurenz-v-charming-gruner-veltliner.html),Saturday Splurge,,,Other,Charming Gruner Veltliner Reserve by Laurenz V.,2010,http://www.reversewinesnob.com/2012/11/laurenz-v-charming-gruner-veltliner.html,White
1000,2010 Echelon Collection Series Russian River Valley Pinot Noir,Red,Pinot Noir,$24.99,A Flavorful And Spicy Saturday Splurge (http://www.reversewinesnob.com/2012/03/echelon-collection-russian-river-valley.html),Saturday Splurge,,,Other,Echelon Collection Series Russian River Valley Pinot Noir,2010,http://www.reversewinesnob.com/2012/03/echelon-collection-russian-river-valley.html,Red
1001,2010 Eurynome Red,Red,Blend,$26.99,Chatzivariti Eurynome Red and White Wines - Loaded With Nostalgic Flavors (http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html),Saturday Splurge,,,Other,Eurynome Red,2010,http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html,Red
1002,2010 Fox Run Vineyards Meritage,Red,Meritage,$39.99,Fox Run Vineyards Meritage 2010 - Make Mine A Meritage Wine #4 (http://www.reversewinesnob.com/2013/03/fox-run-vineyards-meritage.html),Saturday Splurge,,,Other,Fox Run Vineyards Meritage,2010,http://www.reversewinesnob.com/2013/03/fox-run-vineyards-meritage.html,Red
1003,2010 Goldwater Wairau Valley Marlborough Pinot Noir,Red,Pinot Noir,$22.99,Goldwater Wairau Valley Marlborough Pinot Noir 2010 - Pinot Noir Perfection (http://www.reversewinesnob.com/2012/09/goldwater-wairau-valley-marlborough-pinot-noir.html),Saturday Splurge,,,Other,Goldwater Wairau Valley Marlborough Pinot Noir,2010,http://www.reversewinesnob.com/2012/09/goldwater-wairau-valley-marlborough-pinot-noir.html,Red
1004,2010 Gracianna Zinfandel Russian River Valley Bacigalupi Vineyard,Red,Zinfandel,$42.00,Gracianna Russian River Valley Zinfandel Bacigalupi Vineyard 2010 - C'mon 'N Ride It (http://www.reversewinesnob.com/2012/09/gracianna-zinfandel-russian-river-valley.html),Saturday Splurge,,,Other,Gracianna Zinfandel Russian River Valley Bacigalupi Vineyard,2010,http://www.reversewinesnob.com/2012/09/gracianna-zinfandel-russian-river-valley.html,Red
1005,2010 Hahn Estates Santa Lucia Highlands Pinot Noir,Red,Pinot Noir,$21.99,"Hahn Estates Santa Lucia Highlands Pinot Noir 2010 - Silky, Spicy, Smoky and Delicious (http://www.reversewinesnob.com/2012/12/hahn-estates-santa-lucia-highlands-pinot-noir.html)",Saturday Splurge,,,Other,Hahn Estates Santa Lucia Highlands Pinot Noir,2010,http://www.reversewinesnob.com/2012/12/hahn-estates-santa-lucia-highlands-pinot-noir.html,Red
1006,2010 JCB No. 7 Pinot Noir,Red,Pinot Noir,$33.99,JCB No. 7 Pinot Noir 2010 - Your Lucky Number (http://www.reversewinesnob.com/2014/06/jcb-no-7-pinot-noir.html),Saturday Splurge,,,Other,JCB No. 7 Pinot Noir,2010,http://www.reversewinesnob.com/2014/06/jcb-no-7-pinot-noir.html,Red
1007,2010 Juris Pinot Noir Selection,Red,Pinot Noir,$20.00,Juris Pinot Noir Selection 2010 - Awesome Austrians Wine #7 (http://www.reversewinesnob.com/2013/03/juris-pinot-noir-selection-2010-awesome-austrians.html),Saturday Splurge,,,Other,Juris Pinot Noir Selection,2010,http://www.reversewinesnob.com/2013/03/juris-pinot-noir-selection-2010-awesome-austrians.html,Red
1008, 2010 Mount Veeder Winery Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$19.99,Mount Veeder Winery Napa Valley Cabernet Sauvignon 2010 - Better Buy Two (http://www.reversewinesnob.com/2013/08/mount-veeder-winery-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other,2010 Mount Veeder Winery Napa Valley Cabernet Sauvignon,,http://www.reversewinesnob.com/2013/08/mount-veeder-winery-napa-valley-cabernet-sauvignon.html,Red
1009,2010 Perez Cruz Limited Edition Cot,Red,Malbec,$21.99,"Perez Cruz Limited Edition Cot 2010 - Malbec, It's Not Just From Argentina (And France) Anymore (http://www.reversewinesnob.com/2012/06/perez-cruz-limited-edition-cot-2010.html)",Saturday Splurge,,,Other,Perez Cruz Limited Edition Cot,2010,http://www.reversewinesnob.com/2012/06/perez-cruz-limited-edition-cot-2010.html,Red
1010,2010 Ponzi Vineyards Willamette Valley Pinot Noir,Red,Pinot Noir,$23.99,Ponzi Vineyards Willamette Valley Pinot Noir 2010 - On The Up And Up (http://www.reversewinesnob.com/2014/01/ponzi-vineyards-willamette-valley-pinot-noir.html),Saturday Splurge,,,Other,Ponzi Vineyards Willamette Valley Pinot Noir,2010,http://www.reversewinesnob.com/2014/01/ponzi-vineyards-willamette-valley-pinot-noir.html,Red
1011,2010 Robert Mondavi Winery Oakville District Napa Valley Cabernet Sauvignon,Red,Cabernet Sauvignon,$34.99,Robert Mondavi Oakville Napa Valley Cabernet Sauvignon 2010 - The Cream of the Crop (http://www.reversewinesnob.com/2013/11/robert-mondavi-oakville-napa-valley-cabernet-sauvignon.html),Saturday Splurge,,,Other,Robert Mondavi Winery Oakville District Napa Valley Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2013/11/robert-mondavi-oakville-napa-valley-cabernet-sauvignon.html,Red
1012,2010 Rotie Cellars Northern Blend,Red,Blend,$34.99,Rotie Cellars Northern Blend 2010 - Dense and Delicious! (http://www.reversewinesnob.com/2013/02/rotie-cellars-northern-blend-2010.html),Saturday Splurge,,,Other,Rotie Cellars Northern Blend,2010,http://www.reversewinesnob.com/2013/02/rotie-cellars-northern-blend-2010.html,Red
1013,2010 Shatter Grenache,Red,Grenache,$23.99,Shatter Grenache 2010 - Audacious (http://www.reversewinesnob.com/2012/10/shatter-grenache-2010-audacious.html),Saturday Splurge,,,Other,Shatter Grenache,2010,http://www.reversewinesnob.com/2012/10/shatter-grenache-2010-audacious.html,Red
1014,2010 Tiefenbrunner Turmhof Lagrein,Red,Lagrein,$20.99,Tiefenbrunner Turmhof Lagrein 2010 - Wines From Alto Adige Wine #10 (http://www.reversewinesnob.com/2013/01/tiefenbrunner-turmhof-lagrein-2010.html),Saturday Splurge,,,Other,Tiefenbrunner Turmhof Lagrein,2010,http://www.reversewinesnob.com/2013/01/tiefenbrunner-turmhof-lagrein-2010.html,Red
1015,2010 Vinedos Aurora Petite Sirah,Red,Petite Sirah,$20.99,Vinedos Aurora Petite Sirah 2010 - Bursting With Flavor (http://www.reversewinesnob.com/2014/03/vinedos-aurora-petite-sirah.html),Saturday Splurge,,,Other,Vinedos Aurora Petite Sirah,2010,http://www.reversewinesnob.com/2014/03/vinedos-aurora-petite-sirah.html,Red
1016,2010 Vinum Cellars The Scrapper Cabernet Franc,Red,Cabernet Franc,$24.99,Vinum Cellars The Scrapper Cabernet Franc 2010 - An Under-Appreciated Heavyweight (http://www.reversewinesnob.com/2013/12/vinum-cellars-scrapper-cabernet-franc.html),Saturday Splurge,,,Other,Vinum Cellars The Scrapper Cabernet Franc,2010,http://www.reversewinesnob.com/2013/12/vinum-cellars-scrapper-cabernet-franc.html,Red
1017,2010 Yarden HeightsWine Gewurztraminer Ice Wine,Dessert,Gewurztraminer,$22.99,Yarden HeightsWine Gewurztraminer Ice Wine 2010 - Dessert In A Bottle (http://www.reversewinesnob.com/2012/12/golan-heights-winery-yarden-heightswine-gewurztraminer-ice-wine.html),Saturday Splurge,,,Other,Yarden HeightsWine Gewurztraminer Ice Wine,2010,http://www.reversewinesnob.com/2012/12/golan-heights-winery-yarden-heightswine-gewurztraminer-ice-wine.html,Dessert
1018,2011 Avignonesi Vino Nobile di Montepulciano,Red,Sangiovese,$22.99,Meet The Montepulciano Brothers - Rosso di Montepulciano and Vino Nobile di Montepulciano (http://www.reversewinesnob.com/2014/07/the-montepulciano-brothers.html),Saturday Splurge,,,Other,Avignonesi Vino Nobile di Montepulciano,2011,http://www.reversewinesnob.com/2014/07/the-montepulciano-brothers.html,Red
1019,2011 Casa Silva Cool Coast Sauvignon Blanc,White,Sauvignon Blanc,$21.99,Tour of Chile Part 2 (Coastal Whites) Saturday Splurge (http://www.reversewinesnob.com/2012/04/casa-silva-cool-coast-sauvignon-blanc.html),Saturday Splurge,,,Other,Casa Silva Cool Coast Sauvignon Blanc,2011,http://www.reversewinesnob.com/2012/04/casa-silva-cool-coast-sauvignon-blanc.html,White
1020,2011 Donnafugata Ben Ryé,White,Muscat,$31.99,Donnafugata Ben Ryé 2011 - Zibibbo I Think I Love You (http://www.reversewinesnob.com/2014/03/donnafugata-ben-rye.html),Saturday Splurge,,,Other,Donnafugata Ben Ryé,2011,http://www.reversewinesnob.com/2014/03/donnafugata-ben-rye.html,White
1021,2011 Eurynome White,White,Roditis,$19.99,Chatzivariti Eurynome Red and White Wines - Loaded With Nostalgic Flavors (http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html),Saturday Splurge,,,Other,Eurynome White,2011,http://www.reversewinesnob.com/2013/08/chatzivariti-eurynome-red-and-white-wine.html,White
1022,2011 Fields Family Wines Estate Syrah,Red,Syrah,$21.99,Fields Family Wines Estate Syrah 2011 - Spoicy! (http://www.reversewinesnob.com/2014/02/fields-family-wines-estate-syrah.html),Saturday Splurge,,,Other,Fields Family Wines Estate Syrah,2011,http://www.reversewinesnob.com/2014/02/fields-family-wines-estate-syrah.html,Red
1023,2011 Gary Farrell Russian River Selection Pinot Noir,Red,Pinot Noir,$31.99,Gary Farrell Russian River Selection Pinot Noir 2011 - Like Liquid Velvet (http://www.reversewinesnob.com/2014/05/gary-farrell-russian-river-selection-pinot-noir.html),Saturday Splurge,,,Other,Gary Farrell Russian River Selection Pinot Noir,2011,http://www.reversewinesnob.com/2014/05/gary-farrell-russian-river-selection-pinot-noir.html,Red
1024,2011 Marchesi de' Frescobaldi Nipozzano Vecchie Viti Chianti Rufina Riserva,Red,Chianti,$25.99,Nipozzano Vecchie Viti Chianti Rufina Riserva 2011 - Serendipitous Sangiovese (http://www.reversewinesnob.com/2014/12/nipozzano-vecchie-viti-chianti-rufina-riserva.html),Saturday Splurge,,,Other,Marchesi de' Frescobaldi Nipozzano Vecchie Viti Chianti Rufina Riserva,2011,http://www.reversewinesnob.com/2014/12/nipozzano-vecchie-viti-chianti-rufina-riserva.html,Red
1025,2011 Martian Ranch Local Group Grenache Noir,Red,Grenache,$24.99,Fine Finds From the Plonk Wine Club (http://www.reversewinesnob.com/2014/05/fine-finds-from-plonk-wine-club.html),Saturday Splurge,,,Other,Martian Ranch Local Group Grenache Noir,2011,http://www.reversewinesnob.com/2014/05/fine-finds-from-plonk-wine-club.html,Red
1026,2011 Onesta Cinsault,Red,Cinsault,$28.99,Bechthold Vineyard Cinsault - Drink A Little Piece of History With These Four Wines (http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html),Saturday Splurge,,,Other,Onesta Cinsault,2011,http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html,Red
1027,2011 Ridge Lytton Estate Petite Sirah,Red,Petite Sirah,$24.99,Ridge Lytton Estate Petite Sirah 2011 - A Sure Thing (http://www.reversewinesnob.com/2014/07/ridge-lytton-estate-petite-sirah.html),Saturday Splurge,,,Other,Ridge Lytton Estate Petite Sirah,2011,http://www.reversewinesnob.com/2014/07/ridge-lytton-estate-petite-sirah.html,Red
1028,2011 Sorelle Winery Bellezza Fra Barbera,Red,Barbera,$22.99,Sorelle Winery Bellezza Fra Barbera 2011 - A Beauty Of A Barbera (http://www.reversewinesnob.com/2013/07/sorelle-winery-bellezza-fra-barbera.html),Saturday Splurge,,,Other,Sorelle Winery Bellezza Fra Barbera,2011,http://www.reversewinesnob.com/2013/07/sorelle-winery-bellezza-fra-barbera.html,Red
1029,2011 Tin Barn Vineyards Joon Rosé of Syrah,Rosé,Syrah,$21.99,Tin Barn Vineyards Joon Rosé of Syrah 2011 - Summer In A Bottle (http://www.reversewinesnob.com/2013/01/tin-barn-vineyards-joon-rose-of-syrah.html),Saturday Splurge,,,Other,Tin Barn Vineyards Joon Rosé of Syrah,2011,http://www.reversewinesnob.com/2013/01/tin-barn-vineyards-joon-rose-of-syrah.html,Rosé
1030,2012 Ace to Five Napa Valley Red Blend,Red,Blend,$24.99,Ace to Five Napa Valley Red Blend 2012 - All In! (http://www.reversewinesnob.com/2014/06/ace-to-five-napa-valley-red-blend.html),Saturday Splurge,,,Other,Ace to Five Napa Valley Red Blend,2012,http://www.reversewinesnob.com/2014/06/ace-to-five-napa-valley-red-blend.html,Red
1031,2012 Estate Crush Cinsault,Red,Cinsault,$25.99,Bechthold Vineyard Cinsault - Drink A Little Piece of History With These Four Wines (http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html),Saturday Splurge,,,Other,Estate Crush Cinsault,2012,http://www.reversewinesnob.com/2014/11/bechthold-vineyard-cinsault.html,Red
1032,2012 Stinson Vineyards Cabernet Franc,Red,Cabernet Franc,$22.99,Virginia Is For Wine Lovers? Stinson Vineyards Cabernet Franc 2012 and Monticello Rosé 2012 (http://www.reversewinesnob.com/2014/07/stinson-vineyards-virginia-wine.html),Saturday Splurge,,,Other,Stinson Vineyards Cabernet Franc,2012,http://www.reversewinesnob.com/2014/07/stinson-vineyards-virginia-wine.html,Red
